GDAY_DS,T_ID,TB_SC,INN2,BF,PA-AB,AB,HIT,H1,H2,H3,HR,SB_SR,KK,WP,ER,ERA,BABIP,KK9,BB9
20171002,KT,B,27,138,3,35,8,4,2,0,2,0.0,8,1,3,0.3333333333333333,0.24,8.0,2.0
20171002,HT,T,27,167,2,39,9,8,1,0,0,0.0,8,0,0,0.0,0.2903225806451613,8.0,2.0
20171003,KT,B,27,179,9,37,13,8,3,0,2,1.0,5,1,10,1.1111111111111112,0.3548387096774194,5.0,7.0
20171003,HT,T,27,142,2,37,12,10,1,0,1,0.0,9,0,2,0.2222222222222222,0.39285714285714285,9.0,1.0
20171003,LT,B,27,150,3,33,6,1,3,1,1,0.0,9,0,2,0.2222222222222222,0.21739130434782608,9.0,3.0
20171003,LG,T,24,110,4,28,6,3,3,0,0,0.0,4,0,2,0.25,0.25,4.5,2.25
20171003,HH,B,36,196,6,48,16,14,1,0,1,0.5,8,1,7,0.5833333333333334,0.38461538461538464,6.0,4.5
20171003,NC,T,36,208,3,52,15,11,2,0,2,0.0,6,1,7,0.5833333333333334,0.29545454545454547,4.5,2.25
20171003,OB,B,27,163,3,35,8,7,1,0,0,1.0,8,0,2,0.2222222222222222,0.2962962962962963,8.0,3.0
20171003,SK,T,27,144,5,31,6,5,0,0,1,0.0,5,0,2,0.2222222222222222,0.2,5.0,4.0
20171003,SS,B,27,175,4,41,15,9,3,0,3,0.0,12,1,8,0.8888888888888888,0.46153846153846156,12.0,4.0
20171003,WO,T,24,153,4,37,12,6,3,1,2,0.0,5,0,6,0.75,0.3333333333333333,5.625,4.5
20180324,WO,B,27,152,1,37,13,12,0,1,0,1.0,9,0,2,0.2222222222222222,0.4642857142857143,9.0,1.0
20180324,HH,T,24,173,4,37,12,8,3,0,1,1.0,10,2,5,0.625,0.4230769230769231,11.25,4.5
20180324,HT,B,27,154,1,37,11,7,1,0,3,0.0,9,0,5,0.5555555555555556,0.32,9.0,1.0
20180324,KT,T,27,165,7,36,12,10,2,0,0,0.0,8,0,4,0.4444444444444444,0.41379310344827586,8.0,4.0
20180324,NC,B,27,113,2,30,7,6,0,0,1,1.0,9,0,2,0.2222222222222222,0.2857142857142857,9.0,1.0
20180324,LG,T,24,141,5,30,9,6,2,0,1,0.5,9,1,4,0.5,0.38095238095238093,10.125,4.5
20180324,SK,B,27,170,6,33,7,5,2,0,0,1.0,12,1,4,0.4444444444444444,0.3333333333333333,12.0,6.0
20180324,LT,T,24,166,8,32,8,6,1,0,1,0.6666666666666666,10,1,5,0.625,0.3181818181818182,11.25,7.875000000000001
20180324,OB,B,27,172,6,37,13,9,4,0,0,0.0,9,0,6,0.6666666666666666,0.4642857142857143,9.0,5.0
20180324,SS,T,27,114,0,32,6,3,2,0,1,0.0,4,0,3,0.3333333333333333,0.18518518518518517,4.0,0.0
20180325,WO,B,27,154,3,36,11,7,3,0,1,0.6666666666666666,9,0,4,0.4444444444444444,0.38461538461538464,9.0,3.0
20180325,HH,T,27,138,2,31,5,3,1,0,1,0.0,11,0,1,0.1111111111111111,0.21052631578947367,11.0,2.0
20180325,HT,B,27,116,0,33,7,5,1,0,1,0.0,8,0,1,0.1111111111111111,0.25,8.0,0.0
20180325,KT,T,24,157,5,39,16,10,2,0,4,1.0,8,0,14,1.75,0.42857142857142855,9.0,4.5
20180325,NC,B,27,140,5,30,3,2,0,0,1,0.0,7,1,1,0.1111111111111111,0.09090909090909091,7.0,5.0
20180325,LG,T,24,158,11,30,8,7,1,0,0,1.0,5,2,2,0.25,0.2962962962962963,5.625,10.125
20180325,SK,B,27,126,1,32,5,4,1,0,0,0.0,9,0,0,0.0,0.21739130434782608,9.0,1.0
20180325,LT,T,24,133,5,31,9,4,2,0,3,1.0,9,0,5,0.625,0.3157894736842105,10.125,5.625
20180325,OB,B,27,122,2,31,6,5,0,0,1,0.0,4,0,4,0.4444444444444444,0.19230769230769232,4.0,1.0
20180325,SS,T,24,130,6,28,8,7,0,0,1,0.0,4,0,5,0.625,0.2916666666666667,4.5,4.5
20180327,NC,B,27,151,7,34,10,8,0,0,2,0.0,6,0,6,0.6666666666666666,0.3076923076923077,6.0,7.0
20180327,HH,T,24,153,6,32,9,6,1,0,2,0.0,8,3,6,0.75,0.30434782608695654,9.0,5.625
20180327,SK,B,27,139,2,34,8,5,1,0,2,0.5,6,0,4,0.4444444444444444,0.23076923076923078,6.0,2.0
20180327,KT,T,24,159,4,39,14,10,0,1,3,1.0,9,2,7,0.875,0.4074074074074074,10.125,4.5
20180327,WO,B,30,163,5,38,10,7,3,0,0,0.0,10,0,4,0.4,0.35714285714285715,9.0,3.6
20180327,LG,T,29,158,6,39,14,11,3,0,0,0.0,5,0,4,0.4137931034482759,0.4117647058823529,4.655172413793104,3.7241379310344827
20180327,OB,B,27,133,2,29,3,3,0,0,0,0.0,11,1,0,0.0,0.16666666666666666,11.0,2.0
20180327,LT,T,24,166,9,29,7,4,3,0,0,1.0,11,2,5,0.625,0.3684210526315789,12.375,9.0
20180327,HT,B,27,135,2,32,6,5,1,0,0,0.0,5,1,0,0.0,0.2222222222222222,5.0,2.0
20180327,SS,T,24,193,10,36,14,5,3,0,6,1.0,10,0,17,2.125,0.4,11.25,11.25
20180328,NC,B,27,159,4,37,10,8,1,0,1,1.0,5,0,6,0.6666666666666666,0.2903225806451613,5.0,4.0
20180328,HH,T,27,139,4,30,5,3,2,0,0,0.0,4,0,2,0.2222222222222222,0.19230769230769232,4.0,4.0
20180328,SK,B,27,164,4,41,15,9,4,0,2,1.0,10,0,8,0.8888888888888888,0.4482758620689655,10.0,4.0
20180328,KT,T,27,125,1,35,9,6,2,0,1,1.0,6,1,4,0.4444444444444444,0.2857142857142857,6.0,1.0
20180328,WO,B,27,136,4,39,13,8,3,0,2,0.0,5,0,9,1.0,0.34375,5.0,3.0
20180328,LG,T,27,143,7,30,4,1,1,0,2,0.0,8,1,3,0.3333333333333333,0.1,8.0,7.0
20180328,OB,B,27,140,6,36,10,5,4,1,0,0.0,9,0,5,0.5555555555555556,0.37037037037037035,9.0,5.0
20180328,LT,T,24,157,8,31,5,3,0,1,1,1.0,6,0,3,0.375,0.16666666666666666,6.75,7.875000000000001
20180328,HT,B,27,150,2,39,14,13,0,0,1,1.0,7,0,6,0.6666666666666666,0.41935483870967744,7.0,2.0
20180328,SS,T,27,137,3,32,5,2,3,0,0,0.0,5,0,0,0.0,0.18518518518518517,5.0,3.0
20180329,NC,B,27,141,2,33,6,4,2,0,0,0.0,4,0,1,0.1111111111111111,0.20689655172413793,4.0,2.0
20180329,HH,T,24,143,5,32,10,9,0,0,1,0.5,7,1,0,0.0,0.36,7.875000000000001,4.5
20180329,SK,B,27,156,2,37,12,7,1,0,4,1.0,11,0,7,0.7777777777777778,0.36363636363636365,11.0,2.0
20180329,KT,T,27,128,1,33,7,4,3,0,0,0.0,5,1,1,0.1111111111111111,0.25,5.0,1.0
20180329,WO,B,27,168,7,35,11,9,2,0,0,0.0,6,1,4,0.4444444444444444,0.36666666666666664,6.0,6.0
20180329,LG,T,24,145,6,34,12,9,0,0,3,0.0,6,3,9,1.125,0.36,6.75,6.75
20180329,OB,B,27,145,4,32,4,3,0,0,1,0.0,8,0,1,0.1111111111111111,0.13043478260869565,8.0,4.0
20180329,LT,T,24,119,2,32,9,7,2,0,0,0.5,8,0,3,0.375,0.375,9.0,2.25
20180329,HT,B,27,150,6,28,3,3,0,0,0,0.5,9,0,0,0.0,0.15789473684210525,9.0,6.0
20180329,SS,T,24,179,6,33,13,10,1,0,2,0.0,7,0,7,0.875,0.4583333333333333,7.875000000000001,5.625
20180330,LG,B,27,147,3,35,10,6,4,0,0,0.8,10,3,4,0.4444444444444444,0.4,10.0,3.0
20180330,HT,T,27,165,4,36,10,7,3,0,0,0.5,6,0,3,0.3333333333333333,0.3333333333333333,6.0,4.0
20180330,LT,B,27,154,2,37,10,7,2,0,1,0.0,4,1,7,0.7777777777777778,0.28125,4.0,2.0
20180330,NC,T,27,148,2,32,6,3,1,0,2,0.0,11,0,5,0.5555555555555556,0.21052631578947367,11.0,2.0
20180330,KT,B,27,154,7,36,11,6,3,1,1,1.0,7,0,6,0.6666666666666666,0.3448275862068966,7.0,5.0
20180330,OB,T,27,134,1,33,7,5,1,0,1,0.0,6,1,1,0.1111111111111111,0.23076923076923078,6.0,1.0
20180330,HH,B,27,186,6,33,6,4,0,0,2,0.0,15,2,7,0.7777777777777778,0.25,15.0,6.0
20180330,SK,T,27,147,2,34,9,7,1,0,1,0.0,9,0,4,0.4444444444444444,0.3333333333333333,9.0,2.0
20180330,SS,B,36,214,11,51,19,16,1,0,2,0.6666666666666666,15,0,10,0.8333333333333334,0.4857142857142857,11.25,6.0
20180330,WO,T,36,214,6,51,14,9,1,1,3,1.0,12,1,8,0.6666666666666666,0.3055555555555556,9.0,3.75
20180331,LG,B,27,138,4,31,6,3,2,1,0,0.0,4,1,4,0.4444444444444444,0.21428571428571427,4.0,3.0
20180331,HT,T,24,126,2,33,9,4,3,0,2,0.0,5,1,6,0.75,0.25925925925925924,5.625,1.125
20180331,LT,B,27,178,6,39,14,10,2,1,1,0.0,4,0,10,1.1111111111111112,0.38235294117647056,4.0,6.0
20180331,NC,T,27,148,8,30,9,7,2,0,0,0.0,4,1,5,0.5555555555555556,0.32142857142857145,4.0,5.0
20180331,KT,B,27,172,4,38,13,9,1,2,1,0.0,9,2,8,0.8888888888888888,0.41379310344827586,9.0,3.0
20180331,OB,T,24,207,8,47,22,15,4,0,3,1.0,6,0,17,2.125,0.5,6.75,7.875000000000001
20180331,HH,B,27,167,7,38,13,8,2,0,3,0.0,7,0,11,1.2222222222222223,0.35714285714285715,7.0,7.0
20180331,SK,T,27,147,4,33,8,5,1,1,1,0.0,10,1,1,0.1111111111111111,0.3181818181818182,10.0,4.0
20180331,SS,B,27,163,8,33,9,3,5,0,1,0.0,10,0,4,0.4444444444444444,0.36363636363636365,10.0,6.0
20180331,WO,T,27,135,3,32,7,7,0,0,0,0.0,8,0,2,0.2222222222222222,0.28,8.0,2.0
20180401,LG,B,27,136,6,33,9,7,0,0,2,0.0,2,0,5,0.5555555555555556,0.2413793103448276,2.0,5.0
20180401,HT,T,26,158,6,34,10,8,1,0,1,0.0,3,0,6,0.6923076923076924,0.3,3.1153846153846154,5.1923076923076925
20180401,LT,B,27,140,3,33,7,6,1,0,0,1.0,6,0,2,0.2222222222222222,0.25,6.0,2.0
20180401,NC,T,24,135,3,33,10,7,2,1,0,0.0,5,0,3,0.375,0.35714285714285715,5.625,3.375
20180401,KT,B,27,143,6,34,10,8,0,1,1,1.0,10,0,4,0.4444444444444444,0.375,10.0,3.0
20180401,OB,T,24,169,6,34,13,8,0,1,4,0.5,7,1,9,1.125,0.375,7.875000000000001,5.625
20180401,HH,B,27,185,7,42,15,6,3,0,6,1.0,5,0,13,1.4444444444444444,0.28125,5.0,6.0
20180401,SK,T,27,124,0,31,4,3,0,0,1,0.0,10,1,1,0.1111111111111111,0.15,10.0,0.0
20180401,SS,B,27,154,7,35,9,6,1,0,2,0.75,6,0,3,0.3333333333333333,0.25925925925925924,6.0,6.0
20180401,WO,T,24,163,7,36,14,10,3,0,1,0.6666666666666666,9,1,5,0.625,0.48148148148148145,10.125,5.625
20180403,SK,B,27,136,4,31,5,1,2,0,2,0.0,7,0,3,0.3333333333333333,0.13043478260869565,7.0,3.0
20180403,HT,T,24,157,6,37,14,6,1,1,6,0.0,7,1,13,1.625,0.3333333333333333,7.875000000000001,6.75
20180403,WO,B,27,142,4,38,11,8,2,0,1,0.0,9,0,6,0.6666666666666666,0.35714285714285715,9.0,3.0
20180403,KT,T,27,138,4,30,6,6,0,0,0,0.0,7,1,1,0.1111111111111111,0.2608695652173913,7.0,4.0
20180403,OB,B,33,211,11,44,16,13,1,0,2,0.5,11,2,4,0.36363636363636365,0.45161290322580644,9.0,6.545454545454546
20180403,LG,T,31,170,5,42,12,8,3,0,1,1.0,10,0,3,0.29032258064516125,0.3548387096774194,8.709677419354838,2.6129032258064515
20180403,HH,B,27,194,6,42,15,11,3,0,1,0.0,11,0,9,1.0,0.4666666666666667,11.0,6.0
20180403,LT,T,24,179,13,33,11,6,3,0,2,1.0,5,0,15,1.875,0.3103448275862069,5.625,10.125
20180403,NC,B,30,204,6,40,11,8,2,1,0,0.0,12,2,3,0.3,0.39285714285714285,10.8,5.4
20180403,SS,T,27,145,1,34,8,4,2,1,1,0.0,8,0,4,0.4444444444444444,0.28,8.0,1.0
20180404,SK,B,30,187,5,44,19,13,3,0,3,0.0,4,0,9,0.9,0.42105263157894735,3.6,1.8
20180404,HT,T,30,157,5,35,7,5,1,0,1,0.0,11,2,6,0.6,0.2608695652173913,9.899999999999999,3.6
20180404,WO,B,27,102,1,32,5,1,3,0,1,0.0,6,0,2,0.2222222222222222,0.16,6.0,1.0
20180404,KT,T,24,151,3,36,12,5,2,0,5,1.0,8,1,10,1.25,0.30434782608695654,9.0,3.375
20180404,OB,B,27,129,2,37,12,12,0,0,0,1.0,6,0,3,0.3333333333333333,0.3870967741935484,6.0,1.0
20180404,LG,T,24,155,8,32,10,6,1,1,2,1.0,4,1,6,0.75,0.2962962962962963,4.5,7.875000000000001
20180404,HH,B,27,164,5,37,12,9,1,0,2,0.0,8,0,5,0.5555555555555556,0.35714285714285715,8.0,4.0
20180404,LT,T,24,160,8,31,10,7,2,1,0,0.0,10,0,7,0.875,0.47619047619047616,11.25,9.0
20180404,NC,B,27,158,5,31,4,4,0,0,0,0.0,9,0,1,0.1111111111111111,0.18181818181818182,9.0,4.0
20180404,SS,T,24,142,3,31,9,4,3,0,2,1.0,8,0,4,0.5,0.3333333333333333,9.0,3.375
20180405,WO,B,30,133,3,34,6,3,2,0,1,0.0,8,0,3,0.3,0.2,7.2,1.8
20180405,KT,T,28,166,7,33,7,6,0,0,1,0.0,9,1,4,0.42857142857142855,0.25,8.678571428571429,4.821428571428571
20180405,NC,B,27,148,2,37,13,11,2,0,0,0.5,5,1,3,0.3333333333333333,0.40625,5.0,1.0
20180405,SS,T,27,140,1,35,7,5,1,0,1,1.0,11,0,1,0.1111111111111111,0.2608695652173913,11.0,1.0
20180406,LT,B,27,196,10,40,14,6,3,0,5,0.0,4,1,14,1.5555555555555556,0.28125,4.0,9.0
20180406,LG,T,27,145,6,32,9,6,2,0,1,0.0,12,0,6,0.6666666666666666,0.4,12.0,5.0
20180406,HT,B,27,145,0,39,13,11,1,0,1,0.5,13,1,5,0.5555555555555556,0.48,13.0,0.0
20180406,WO,T,24,190,8,40,16,12,3,0,1,0.0,9,1,9,1.125,0.4838709677419355,10.125,7.875000000000001
20180407,KT,B,27,127,1,35,8,5,2,1,0,1.0,10,0,2,0.2222222222222222,0.32,10.0,1.0
20180407,HH,T,24,193,11,31,10,6,4,0,0,0.5,9,2,10,1.25,0.45454545454545453,10.125,12.375
20180407,LT,B,27,168,5,32,9,7,1,0,1,0.0,11,0,2,0.2222222222222222,0.4,11.0,5.0
20180407,LG,T,24,173,10,33,13,10,1,0,2,0.0,5,0,7,0.875,0.39285714285714285,5.625,7.875000000000001
20180407,OB,B,27,145,2,36,8,4,2,1,1,1.0,11,1,3,0.3333333333333333,0.2916666666666667,11.0,2.0
20180407,NC,T,24,162,11,30,7,5,1,0,1,1.0,7,1,5,0.625,0.2727272727272727,7.875000000000001,10.125
20180407,SK,B,36,181,4,44,9,7,2,0,0,1.0,12,0,1,0.08333333333333333,0.2727272727272727,9.0,0.75
20180407,SS,T,35,168,6,40,7,4,1,0,2,1.0,12,0,4,0.34285714285714286,0.19230769230769232,9.257142857142858,3.8571428571428568
20180407,HT,B,27,150,3,35,10,9,1,0,0,0.0,6,0,1,0.1111111111111111,0.3448275862068966,6.0,3.0
20180407,WO,T,24,113,4,30,9,7,1,0,1,0.0,6,0,5,0.625,0.34782608695652173,6.75,3.375
20180408,KT,B,30,201,8,41,14,11,2,0,1,0.6666666666666666,12,2,7,0.7,0.4482758620689655,10.8,6.3
20180408,HH,T,30,199,7,40,10,7,1,0,2,1.0,6,0,8,0.8,0.25,5.4,6.3
20180408,LT,B,27,129,6,30,7,5,2,0,0,0.0,6,0,3,0.3333333333333333,0.2916666666666667,6.0,4.0
20180408,LG,T,27,133,1,37,7,4,2,0,1,1.0,9,0,2,0.2222222222222222,0.2222222222222222,9.0,1.0
20180408,OB,B,27,176,6,37,13,10,2,0,1,1.0,11,0,10,1.1111111111111112,0.46153846153846156,11.0,4.0
20180408,NC,T,25,205,14,38,14,10,4,0,0,1.0,9,0,10,1.2,0.4666666666666667,9.719999999999999,12.959999999999999
20180408,SK,B,27,184,9,38,11,5,3,0,3,1.0,6,1,9,1.0,0.26666666666666666,6.0,8.0
20180408,SS,T,27,144,4,35,10,9,1,0,0,0.0,4,0,4,0.4444444444444444,0.3225806451612903,4.0,4.0
20180408,HT,B,27,149,4,38,13,9,2,1,1,0.0,6,1,3,0.3333333333333333,0.375,6.0,2.0
20180408,WO,T,24,110,0,31,9,6,1,0,2,0.0,7,0,4,0.5,0.3181818181818182,7.875000000000001,0.0
20180410,HH,B,27,118,1,33,8,6,1,1,0,0.0,4,0,3,0.3333333333333333,0.27586206896551724,4.0,1.0
20180410,HT,T,24,142,6,30,7,5,0,0,2,1.0,8,0,4,0.5,0.25,9.0,6.75
20180410,NC,B,27,125,1,34,8,6,0,0,2,1.0,7,0,5,0.5555555555555556,0.24,7.0,1.0
20180410,KT,T,27,146,3,33,5,4,0,0,1,1.0,10,0,3,0.3333333333333333,0.18181818181818182,10.0,3.0
20180410,SS,B,27,178,4,38,12,8,3,0,1,1.0,7,1,4,0.4444444444444444,0.36666666666666664,7.0,2.0
20180410,OB,T,27,121,1,31,4,1,2,0,1,0.0,11,0,1,0.1111111111111111,0.15789473684210525,11.0,1.0
20180410,LG,B,27,173,6,37,12,9,2,0,1,0.5,9,0,4,0.4444444444444444,0.39285714285714285,9.0,5.0
20180410,SK,T,27,172,4,32,6,5,1,0,0,1.0,13,1,1,0.1111111111111111,0.3157894736842105,13.0,4.0
20180410,LT,B,27,161,9,29,6,3,2,0,1,0.5,11,1,3,0.3333333333333333,0.29411764705882354,11.0,7.0
20180410,WO,T,24,137,4,34,11,6,3,0,2,0.0,5,0,4,0.5,0.3333333333333333,5.625,4.5
20180411,HH,B,27,149,4,33,7,6,0,0,1,1.0,10,1,4,0.4444444444444444,0.2727272727272727,10.0,3.0
20180411,HT,T,24,144,6,31,11,10,1,0,0,0.6666666666666666,3,0,6,0.75,0.3793103448275862,3.375,5.625
20180411,NC,B,27,232,4,47,21,14,4,1,2,0.6666666666666666,7,0,10,1.1111111111111112,0.5,7.0,4.0
20180411,KT,T,27,141,3,31,7,3,1,0,3,0.5,10,0,4,0.4444444444444444,0.2222222222222222,10.0,2.0
20180411,SS,B,27,189,6,38,10,5,4,0,1,1.0,10,1,6,0.6666666666666666,0.3333333333333333,10.0,6.0
20180411,OB,T,27,179,2,41,14,9,2,1,2,0.0,8,0,6,0.6666666666666666,0.3870967741935484,8.0,2.0
20180411,LG,B,27,112,2,26,3,3,0,0,0,0.0,6,0,0,0.0,0.15,6.0,2.0
20180411,SK,T,24,113,1,29,7,4,1,0,2,0.0,5,0,3,0.375,0.22727272727272727,5.625,1.125
20180411,LT,B,27,121,1,29,2,1,1,0,0,0.0,11,0,0,0.0,0.1111111111111111,11.0,1.0
20180411,WO,T,24,158,7,38,17,13,4,0,0,1.0,7,0,12,1.5,0.5151515151515151,7.875000000000001,5.625
20180412,HH,B,27,164,3,34,7,5,0,0,2,1.0,11,2,4,0.4444444444444444,0.23809523809523808,11.0,3.0
20180412,HT,T,24,160,4,40,17,9,6,0,2,0.0,7,0,15,1.875,0.4838709677419355,7.875000000000001,4.5
20180412,NC,B,27,152,3,40,13,7,2,0,4,1.0,7,0,6,0.6666666666666666,0.3103448275862069,7.0,3.0
20180412,KT,T,27,120,2,33,6,4,1,0,1,0.0,8,1,2,0.2222222222222222,0.20833333333333334,8.0,2.0
20180412,SS,B,27,162,1,42,17,8,3,0,6,0.0,6,0,9,1.0,0.36666666666666664,6.0,1.0
20180412,OB,T,27,150,5,33,7,6,0,1,0,0.0,5,2,3,0.3333333333333333,0.25,5.0,5.0
20180412,LG,B,27,129,3,33,7,4,3,0,0,1.0,10,0,4,0.4444444444444444,0.30434782608695654,10.0,2.0
20180412,SK,T,26,131,3,34,9,8,1,0,0,1.0,7,1,4,0.46153846153846156,0.3333333333333333,7.269230769230769,3.1153846153846154
20180412,LT,B,27,162,4,36,9,7,1,0,1,0.0,12,0,4,0.4444444444444444,0.34782608695652173,12.0,4.0
20180412,WO,T,27,161,3,36,9,8,1,0,0,0.0,9,1,3,0.3333333333333333,0.3333333333333333,9.0,3.0
20180413,LG,B,27,128,4,32,5,4,0,0,1,1.0,6,0,1,0.1111111111111111,0.16,6.0,4.0
20180413,KT,T,24,102,3,27,3,2,0,0,1,0.0,6,1,3,0.375,0.1,6.75,2.25
20180413,HT,B,27,171,6,38,11,6,4,0,1,1.0,11,0,8,0.8888888888888888,0.38461538461538464,11.0,5.0
20180413,LT,T,27,147,8,28,4,2,1,0,1,1.0,10,0,3,0.3333333333333333,0.17647058823529413,10.0,3.0
20180413,SK,B,27,138,1,35,7,6,1,0,0,1.0,11,0,2,0.2222222222222222,0.2916666666666667,11.0,1.0
20180413,NC,T,24,142,7,31,10,7,2,0,1,0.5,7,1,4,0.5,0.391304347826087,7.875000000000001,6.75
20180413,WO,B,27,180,9,38,12,10,1,1,0,0.0,4,1,12,1.3333333333333333,0.35294117647058826,4.0,9.0
20180413,OB,T,27,119,1,29,2,2,0,0,0,0.0,10,0,0,0.0,0.10526315789473684,10.0,1.0
20180413,HH,B,27,179,3,39,11,10,1,0,0,1.0,8,0,3,0.3333333333333333,0.34375,8.0,2.0
20180413,SS,T,27,145,3,32,5,4,1,0,0,0.0,6,1,2,0.2222222222222222,0.19230769230769232,6.0,3.0
20180414,LG,B,27,125,3,30,6,3,3,0,0,0.0,9,0,0,0.0,0.2857142857142857,9.0,3.0
20180414,KT,T,24,138,1,36,13,5,6,0,2,0.0,9,0,8,1.0,0.44,10.125,1.125
20180414,SK,B,27,113,2,30,3,3,0,0,0,0.0,10,1,0,0.0,0.15,10.0,2.0
20180414,NC,T,24,153,3,36,12,8,1,0,3,0.0,10,0,7,0.875,0.391304347826087,11.25,3.375
20180414,WO,B,27,133,0,36,9,5,2,0,2,0.0,7,0,6,0.6666666666666666,0.25925925925925924,7.0,0.0
20180414,OB,T,24,146,3,34,10,5,3,0,2,0.0,7,0,7,0.875,0.32,7.875000000000001,3.375
20180414,HH,B,27,174,6,33,6,4,1,0,1,1.0,9,0,2,0.2222222222222222,0.21739130434782608,9.0,6.0
20180414,SS,T,24,148,3,42,17,10,3,0,4,0.0,7,0,14,1.75,0.41935483870967744,7.875000000000001,3.375
20180415,LG,B,27,151,6,38,13,8,5,0,0,0.0,3,0,8,0.8888888888888888,0.37142857142857144,3.0,6.0
20180415,KT,T,24,164,6,36,16,11,4,0,1,0.0,5,2,9,1.125,0.46875,5.625,4.5
20180415,SK,B,27,155,4,35,12,11,1,0,0,0.0,7,1,2,0.2222222222222222,0.42857142857142855,7.0,4.0
20180415,NC,T,24,121,3,31,12,12,0,0,0,0.0,3,0,3,0.375,0.42857142857142855,3.375,1.125
20180415,WO,B,27,146,6,32,8,4,4,0,0,0.3333333333333333,8,0,3,0.3333333333333333,0.3333333333333333,8.0,5.0
20180415,OB,T,27,163,7,31,4,3,1,0,0,0.0,12,1,2,0.2222222222222222,0.21052631578947367,12.0,7.0
20180415,HH,B,27,147,3,34,11,8,2,0,1,0.0,2,0,4,0.4444444444444444,0.3225806451612903,2.0,2.0
20180415,SS,T,24,158,8,32,10,10,0,0,0,0.5,4,1,7,0.875,0.3448275862068966,4.5,7.875000000000001
20180417,OB,B,27,158,4,35,12,7,3,0,2,0.0,9,0,5,0.5555555555555556,0.4,9.0,3.0
20180417,HH,T,27,148,1,32,7,5,2,0,0,0.0,9,0,2,0.2222222222222222,0.30434782608695654,9.0,1.0
20180417,HT,B,27,165,7,35,8,6,1,0,1,1.0,9,0,2,0.2222222222222222,0.2692307692307692,9.0,6.0
20180417,LG,T,24,171,6,35,11,10,1,0,0,1.0,6,0,4,0.5,0.3793103448275862,6.75,6.75
20180417,WO,B,33,169,3,38,9,7,1,0,1,0.0,9,0,3,0.2727272727272727,0.2857142857142857,7.363636363636363,1.6363636363636365
20180417,NC,T,33,176,5,41,8,6,2,0,0,0.0,11,0,2,0.18181818181818182,0.26666666666666666,9.0,4.090909090909091
20180417,KT,B,27,192,6,42,17,8,5,0,4,1.0,12,0,9,1.0,0.5,12.0,5.0
20180417,SK,T,27,161,5,35,11,10,1,0,0,0.0,6,0,5,0.5555555555555556,0.3793103448275862,6.0,5.0
20180417,LT,B,27,188,8,40,13,9,3,0,1,1.0,11,0,10,1.1111111111111112,0.42857142857142855,11.0,7.0
20180417,SS,T,27,180,5,38,11,6,3,0,2,0.0,9,1,3,0.3333333333333333,0.3333333333333333,9.0,5.0
20180418,OB,B,27,176,6,37,13,10,2,0,1,1.0,12,1,4,0.4444444444444444,0.5,12.0,6.0
20180418,HH,T,24,133,6,32,7,5,2,0,0,1.0,12,0,3,0.375,0.35,13.5,6.75
20180418,HT,B,27,145,4,36,10,8,2,0,0,1.0,6,0,0,0.0,0.3333333333333333,6.0,3.0
20180418,LG,T,24,127,6,31,8,7,1,0,0,1.0,4,0,4,0.5,0.2962962962962963,4.5,5.625
20180418,WO,B,27,92,1,28,2,1,1,0,0,0.0,8,0,1,0.1111111111111111,0.1,8.0,0.0
20180418,NC,T,27,116,1,29,2,2,0,0,0,0.0,9,0,0,0.0,0.1,9.0,1.0
20180418,KT,B,27,163,3,38,13,6,3,0,4,0.0,6,0,7,0.7777777777777778,0.32142857142857145,6.0,3.0
20180418,SK,T,27,137,3,32,9,7,2,0,0,0.0,7,0,3,0.3333333333333333,0.36,7.0,3.0
20180418,LT,B,36,236,7,45,15,9,3,0,3,0.5,17,1,7,0.5833333333333334,0.48,12.75,4.5
20180418,SS,T,34,216,4,45,13,7,2,0,4,0.0,12,0,9,0.7941176470588235,0.3103448275862069,9.529411764705882,3.176470588235294
20180419,OB,B,27,147,3,33,7,5,2,0,0,0.5,10,1,2,0.2222222222222222,0.30434782608695654,10.0,3.0
20180419,HH,T,24,158,4,34,11,10,1,0,0,0.0,8,0,5,0.625,0.4074074074074074,9.0,3.375
20180419,HT,B,27,111,1,35,8,7,0,0,1,0.0,7,0,3,0.3333333333333333,0.25925925925925924,7.0,1.0
20180419,LG,T,24,136,2,36,12,5,5,0,2,0.0,3,1,8,1.0,0.3225806451612903,3.375,2.25
20180419,WO,B,27,124,4,30,6,5,0,0,1,1.0,9,0,3,0.3333333333333333,0.25,9.0,4.0
20180419,NC,T,24,142,4,34,11,9,1,0,1,1.0,10,0,6,0.75,0.43478260869565216,11.25,4.5
20180419,KT,B,27,137,3,35,7,5,0,0,2,1.0,12,0,5,0.5555555555555556,0.23809523809523808,12.0,2.0
20180419,SK,T,27,175,4,39,13,9,2,0,2,0.75,8,0,5,0.5555555555555556,0.3793103448275862,8.0,4.0
20180419,LT,B,27,181,11,35,13,8,5,0,0,0.6666666666666666,6,1,5,0.5555555555555556,0.43333333333333335,6.0,9.0
20180419,SS,T,27,129,3,32,8,7,1,0,0,0.0,7,0,0,0.0,0.32,7.0,3.0
20180420,OB,B,27,142,5,32,7,5,1,0,1,0.0,5,0,4,0.4444444444444444,0.23076923076923078,5.0,5.0
20180420,HT,T,24,162,5,32,10,6,2,1,1,0.5,8,1,6,0.75,0.391304347826087,9.0,5.625
