GDAY_DS,P_ID,TB_SC,INN2,BF,PA-AB,AB,HIT,H2,H3,HR,SB_SR,KK,WP,ER,ERA
2018-07-26,79847,B,6,20,0,7,1,0,0,0,0.0,4,0,0,0.0
2018-07-26,60140,B,5,14,0,5,0,0,0,0,0.0,1,0,0,0.0
2018-07-26,61411,T,1,13,1,3,2,0,0,1,0.0,1,0,3,9.0
2018-07-26,62698,B,21,111,0,31,12,1,0,1,1.0,9,0,4,0.5714285714285714
2018-07-26,66451,T,3,9,0,3,0,0,0,0,0.0,0,0,0,0.0
2018-07-26,73117,T,3,17,0,3,0,0,0,0,0.0,0,0,0,0.0
2018-07-26,77446,T,15,89,3,20,7,2,0,1,0.0,4,0,4,0.8
2018-07-26,77927,T,3,12,0,3,0,0,0,0,0.0,2,0,0,0.0
2018-07-26,78148,B,1,1,0,1,0,0,0,0,0.0,0,0,0,0.0
2018-07-27,60768,T,4,15,0,6,2,0,0,0,0.0,0,0,0,0.0
2018-07-27,65769,T,2,19,1,4,2,1,0,0,0.0,1,0,2,3.0
2018-07-27,66291,B,11,78,3,17,7,1,0,0,1.0,4,0,7,1.9090909090909092
2018-07-27,66741,T,12,82,1,21,9,1,0,1,0.0,1,0,4,1.0
2018-07-27,67263,B,2,12,1,3,1,0,0,0,0.0,1,0,0,0.0
2018-07-27,67266,B,0,12,1,2,2,1,0,0,0.0,0,0,2,0.0
2018-07-27,67703,T,3,21,0,4,1,1,0,0,0.0,2,0,0,0.0
2018-07-27,73248,B,1,10,2,1,0,0,0,0,0.0,0,1,2,6.0
2018-07-27,73738,T,3,19,0,4,1,0,0,1,0.0,2,0,1,1.0
2018-07-27,73801,T,3,6,0,3,1,0,0,0,0.0,0,0,0,0.0
2018-07-27,76329,B,3,7,0,4,2,1,0,0,0.0,0,0,1,1.0
2018-07-27,77263,B,7,30,0,7,0,0,0,0,0.0,3,0,0,0.0
2018-07-27,78247,B,3,29,1,6,3,1,1,1,0.0,1,1,4,4.0
2018-07-27,60146,B,3,20,0,5,3,0,0,0,0.0,1,0,1,1.0
2018-07-27,60634,T,6,58,2,12,6,0,1,0,0.0,1,0,3,1.5
2018-07-27,61411,B,3,9,0,4,1,0,0,0,0.0,1,0,0,0.0
2018-07-27,61666,T,9,69,2,17,9,1,0,0,0.0,2,0,2,0.6666666666666666
2018-07-27,62648,T,6,27,2,6,1,0,0,0,1.0,3,0,0,0.0
2018-07-27,63628,T,0,10,1,1,1,0,0,0,0.0,0,0,2,0.0
2018-07-27,65643,T,2,16,2,3,1,1,0,0,0.0,1,0,1,1.5
2018-07-27,66451,B,3,13,0,3,0,0,0,0,0.0,2,0,0,0.0
2018-07-27,67640,T,3,39,2,7,4,0,0,0,0.0,2,0,3,3.0
2018-07-27,73117,B,3,29,0,7,4,0,0,0,0.0,1,0,2,2.0
2018-07-27,74454,B,14,57,0,20,8,0,0,2,0.0,2,0,6,1.2857142857142856
2018-07-27,74630,B,1,9,0,3,2,1,0,0,0.0,0,0,1,3.0
2018-07-27,75620,T,6,20,1,7,2,1,0,0,0.0,1,0,0,0.0
2018-07-27,77927,B,3,12,0,4,1,0,0,0,0.0,1,0,0,0.0
2018-07-27,99445,B,3,15,0,4,1,0,0,0,0.0,0,0,0,0.0
2018-07-27,63145,T,6,35,0,9,3,0,0,0,1.0,1,0,1,0.5
2018-07-27,65056,B,3,13,1,3,1,0,0,0,0.0,2,0,0,0.0
2018-07-27,65062,B,3,20,0,6,3,1,0,0,0.0,1,0,2,2.0
2018-07-27,66145,T,12,64,3,17,6,1,0,2,0.0,3,0,8,2.0
2018-07-27,68043,B,15,66,3,16,2,1,0,0,0.0,3,0,1,0.2
2018-07-27,75149,B,3,19,0,4,1,0,0,0,0.0,0,0,0,0.0
2018-07-27,75730,B,3,16,0,5,3,1,0,0,0.0,1,0,2,2.0
2018-07-27,78248,B,0,4,0,1,1,0,0,0,0.0,0,0,0,0.0
2018-07-27,79339,T,6,27,1,6,2,0,0,0,0.0,1,0,0,0.0
2018-07-27,99563,B,0,10,1,1,1,1,0,0,0.0,0,0,2,0.0
2018-07-27,61456,B,7,42,1,10,3,2,0,0,0.0,5,1,2,0.8571428571428571
2018-07-27,62937,B,5,39,1,10,5,2,0,0,0.0,0,0,2,1.2
2018-07-27,63543,T,3,13,0,3,0,0,0,0,0.0,0,0,0,0.0
2018-07-27,64350,B,12,46,1,14,2,1,0,1,0.0,1,0,2,0.5
2018-07-27,68341,B,3,26,1,6,3,0,0,0,0.0,2,0,1,1.0
2018-07-27,72535,T,2,7,0,3,1,1,0,0,0.0,0,0,0,0.0
2018-07-27,77591,T,17,110,2,23,7,3,0,0,0.0,4,1,2,0.3529411764705882
2018-07-27,79293,T,2,11,1,2,1,0,0,0,0.0,0,0,0,0.0
2018-07-27,79545,T,3,15,0,3,0,0,0,0,0.0,1,0,0,0.0
2018-07-27,60339,B,10,50,3,9,0,0,0,0,0.0,3,0,0,0.0
2018-07-27,62951,B,11,84,6,13,2,0,0,0,1.0,1,0,0,0.0
2018-07-27,74838,T,6,22,1,7,1,0,0,0,0.0,3,0,0,0.0
2018-07-27,76858,T,1,12,0,4,3,1,0,0,0.0,0,0,1,3.0
2018-07-27,77829,T,18,100,2,22,3,0,0,0,1.0,7,0,0,0.0
2018-07-27,79358,B,6,28,1,6,0,0,0,0,1.0,1,0,0,0.0
2018-07-28,63248,B,4,27,0,5,1,0,0,0,0.0,2,0,1,0.75
2018-07-28,64759,T,3,26,0,9,6,0,0,0,0.0,0,0,4,4.0
2018-07-28,65764,T,12,73,4,18,7,4,0,2,0.0,2,0,6,1.5
2018-07-28,68201,B,3,16,1,5,2,0,0,0,0.0,1,0,0,0.0
2018-07-28,68240,B,18,100,1,27,9,2,1,0,0.0,5,1,3,0.5
2018-07-28,73248,B,0,10,0,2,2,0,0,0,0.0,0,1,0,0.0
2018-07-28,77263,B,2,18,1,3,1,0,0,0,0.0,2,0,2,3.0
2018-07-28,79764,T,9,45,1,11,2,0,0,2,0.0,2,0,3,1.0
2018-07-28,60146,B,2,21,1,3,1,0,0,0,0.0,2,0,0,0.0
2018-07-28,68400,B,21,115,4,25,5,0,0,1,1.0,8,0,2,0.2857142857142857
2018-07-28,76350,T,6,26,1,6,0,0,0,0,1.0,3,0,0,0.0
2018-07-28,77637,T,18,109,4,25,9,2,0,1,0.0,6,0,2,0.3333333333333333
2018-07-28,99445,B,4,37,1,6,1,0,0,0,1.0,4,0,0,0.0
2018-07-28,60140,T,1,10,1,1,0,0,0,0,0.0,1,0,0,0.0
2018-07-28,60181,T,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0
2018-07-28,64017,B,2,14,0,4,2,0,0,1,0.0,0,0,2,3.0
2018-07-28,65056,B,3,9,0,3,0,0,0,0,0.0,1,0,0,0.0
2018-07-28,65060,B,3,31,0,5,1,1,0,0,0.0,1,0,0,0.0
2018-07-28,65331,B,15,101,2,26,13,2,0,1,0.0,5,0,7,1.4
2018-07-28,67066,B,2,17,0,5,3,0,0,0,0.0,0,0,0,0.0
2018-07-28,67119,T,4,30,2,6,2,0,0,1,0.0,2,0,2,1.5
2018-07-28,68135,T,17,109,3,22,8,1,0,4,0.5,6,0,6,1.0588235294117647
2018-07-28,76650,T,3,16,0,4,1,0,0,1,0.0,1,0,1,1.0
2018-07-28,99563,B,2,13,0,4,2,1,0,0,0.0,0,0,0,0.0
2018-07-28,63543,T,2,7,1,1,0,0,0,0,1.0,0,0,0,0.0
2018-07-28,63938,B,19,96,3,25,7,2,0,1,1.0,6,0,4,0.6315789473684211
2018-07-28,65546,T,19,114,4,24,6,2,0,0,0.0,10,0,3,0.4736842105263158
2018-07-28,67603,B,2,12,0,3,1,0,0,0,0.0,0,2,0,0.0
2018-07-28,72535,T,2,12,1,2,0,0,0,0,0.0,0,0,0,0.0
2018-07-28,74359,B,2,12,0,3,1,0,0,0,0.0,0,0,1,1.5
2018-07-28,75321,T,3,10,0,3,0,0,0,0,0.0,1,0,0,0.0
2018-07-28,75342,B,3,31,0,6,3,1,0,0,0.0,1,0,2,2.0
2018-07-28,76430,B,1,17,1,4,3,1,0,1,0.0,0,0,4,12.0
2018-07-28,79293,T,1,8,0,4,2,1,0,0,0.0,0,0,1,3.0
2018-07-28,62056,T,1,20,1,3,2,1,0,1,0.0,0,0,1,3.0
2018-07-28,62869,T,15,83,5,19,4,1,0,0,0.0,2,0,1,0.2
2018-07-28,66920,B,5,39,1,7,2,1,0,1,0.0,3,0,2,1.2
2018-07-28,68953,B,15,86,5,20,8,0,0,2,0.0,5,2,5,1.0
2018-07-28,71845,T,3,13,1,3,0,0,0,0,0.0,0,0,0,0.0
2018-07-28,74838,T,2,5,0,1,0,0,0,0,0.0,0,0,0,0.0
2018-07-28,75138,T,3,14,1,4,1,0,0,0,0.0,0,0,0,0.0
2018-07-28,75867,B,4,33,0,6,2,2,0,0,0.0,3,0,0,0.0
2018-07-28,76757,B,3,11,0,4,1,0,0,0,0.0,0,0,0,0.0
2018-07-28,79847,T,3,13,0,3,0,0,0,0,0.0,0,0,0,0.0
2018-07-29,60757,T,1,13,0,3,2,0,0,0,0.0,0,0,0,0.0
2018-07-29,60768,T,4,14,0,4,0,0,0,0,0.0,3,0,0,0.0
2018-07-29,63248,B,3,11,0,3,0,0,0,0,0.0,2,0,0,0.0
2018-07-29,65543,B,24,112,3,26,5,1,0,0,0.0,9,0,1,0.125
2018-07-29,65769,T,18,100,5,20,4,1,0,1,1.0,6,1,3,0.5
2018-07-29,67703,T,1,6,0,1,0,0,0,0,0.0,1,0,0,0.0
2018-07-29,63628,T,0,12,1,3,3,2,0,0,0.0,0,0,4,0.0
2018-07-29,66451,B,2,17,0,3,1,0,0,1,0.0,1,0,1,1.5
2018-07-29,67640,T,3,25,0,6,3,0,0,2,0.0,1,0,3,3.0
2018-07-29,67645,T,18,89,2,24,6,2,0,2,0.0,5,1,4,0.6666666666666666
2018-07-29,68415,B,15,92,5,17,3,1,0,0,0.0,1,0,0,0.0
2018-07-29,68639,T,3,21,0,6,3,0,0,1,0.0,0,1,2,2.0
2018-07-29,77927,B,5,24,0,5,0,0,0,0,0.0,2,0,0,0.0
2018-07-29,79440,B,5,20,0,5,0,0,0,0,0.0,0,0,0,0.0
2018-07-29,60140,T,6,33,1,6,0,0,0,0,0.0,5,0,0,0.0
2018-07-29,61240,B,21,110,2,28,6,1,0,2,1.0,5,1,3,0.42857142857142855
2018-07-29,61329,T,1,10,1,1,0,0,0,0,0.0,0,0,0,0.0
2018-07-29,63145,T,5,26,0,5,0,0,0,0,0.0,3,0,0,0.0
2018-07-29,64017,B,1,7,0,1,0,0,0,0,0.0,0,0,0,0.0
2018-07-29,65062,B,2,21,1,4,3,0,0,1,0.0,0,0,3,4.5
2018-07-29,67119,T,2,22,1,3,2,0,0,0,0.0,0,0,1,1.5
2018-07-29,75149,B,3,12,0,4,1,0,0,1,0.0,1,0,1,1.0
2018-07-29,76650,T,1,6,0,1,0,0,0,0,0.0,1,0,0,0.0
2018-07-29,78148,T,3,13,0,5,2,0,0,0,0.0,1,0,0,0.0
2018-07-29,79825,T,9,55,3,10,4,2,0,0,0.0,2,1,3,1.0
2018-07-29,63543,T,3,19,0,4,1,0,0,0,0.0,1,1,0,0.0
2018-07-29,67313,B,18,93,0,24,6,2,0,1,0.0,6,0,3,0.5
2018-07-29,67603,B,1,3,0,1,0,0,0,0,0.0,0,0,0,0.0
2018-07-29,68526,T,18,113,4,26,7,1,0,0,1.0,5,0,2,0.3333333333333333
2018-07-29,74359,B,3,21,0,5,2,2,0,0,0.0,2,0,1,1.0
2018-07-29,75321,T,3,15,0,4,1,0,0,0,0.0,1,0,0,0.0
2018-07-29,75342,B,5,20,1,4,0,0,0,0,0.0,1,0,0,0.0
2018-07-29,79293,T,2,9,0,3,2,0,0,0,0.0,1,0,1,1.5
2018-07-29,79545,T,1,2,0,1,0,0,0,0,0.0,0,0,0,0.0
2018-07-29,60263,B,16,99,1,23,7,2,0,1,0.0,4,0,3,0.5625
2018-07-29,60841,T,18,103,3,21,5,1,0,0,0.0,8,0,0,0.0
2018-07-29,62929,B,3,10,0,3,0,0,0,0,0.0,1,0,0,0.0
2018-07-29,71845,T,3,14,0,4,1,0,0,1,0.0,2,0,1,1.0
2018-07-29,76118,B,3,11,1,2,0,0,0,0,0.0,0,0,0,0.0
2018-07-29,79358,B,5,25,0,5,0,0,0,0,0.0,2,1,0,0.0
2018-07-29,79847,T,3,9,0,3,0,0,0,0,0.0,1,0,0,0.0
2018-07-31,60768,B,3,21,0,5,1,0,0,1,1.0,2,0,1,1.0
2018-07-31,64001,T,18,98,2,22,5,0,0,2,0.0,5,0,4,0.6666666666666666
2018-07-31,65056,T,3,12,1,3,0,0,0,0,0.0,2,0,0,0.0
2018-07-31,65058,T,3,16,0,4,1,0,0,0,0.0,1,0,0,0.0
2018-07-31,65062,T,3,16,0,4,2,0,0,0,0.0,1,0,0,0.0
2018-07-31,66741,B,1,6,0,1,0,0,0,0,0.0,1,0,0,0.0
2018-07-31,73738,B,2,8,0,3,1,1,0,0,0.0,0,0,0,0.0
2018-07-31,73750,B,15,98,4,20,5,1,0,2,0.0,6,0,4,0.8
2018-07-31,73801,B,6,26,1,6,1,1,0,0,0.0,3,0,0,0.0
2018-07-31,78248,T,0,5,0,2,2,1,0,0,0.0,0,0,0,0.0
2018-07-31,60140,T,1,12,1,2,2,0,0,0,0.0,0,0,2,6.0
2018-07-31,61101,T,15,106,4,20,6,1,0,1,0.0,4,0,3,0.6
2018-07-31,61329,T,1,5,0,1,0,0,0,0,0.0,0,0,0,0.0
2018-07-31,63145,T,2,24,0,4,2,0,0,0,0.0,1,2,0,0.0
2018-07-31,65064,B,1,5,0,1,0,0,0,0,0.0,0,0,0,0.0
2018-07-31,67266,B,5,13,0,5,0,0,0,0,0.0,1,0,0,0.0
2018-07-31,73248,B,2,14,2,1,0,0,0,0,0.0,0,0,0,0.0
2018-07-31,77263,B,3,17,0,5,2,1,0,0,0.0,1,0,0,0.0
2018-07-31,79229,B,16,98,2,24,9,1,0,1,0.0,4,0,2,0.375
2018-07-31,79339,T,5,34,2,6,1,1,0,0,0.0,1,0,0,0.0
2018-07-31,60634,B,2,6,0,2,0,0,0,0,0.0,1,0,0,0.0
2018-07-31,62528,T,15,95,4,20,5,2,0,1,1.0,4,1,4,0.8
2018-07-31,62648,B,3,10,0,3,0,0,0,0,0.0,0,0,0,0.0
2018-07-31,62754,B,19,89,3,20,3,1,0,0,0.0,6,1,1,0.15789473684210528
2018-07-31,72523,T,3,10,0,3,0,0,0,0,0.0,2,0,0,0.0
2018-07-31,72535,T,3,7,0,3,0,0,0,0,0.0,0,0,0,0.0
2018-07-31,75620,B,3,13,0,3,0,0,0,0,0.0,3,0,0,0.0
2018-07-31,79545,T,3,21,1,4,1,0,0,0,0.0,1,0,0,0.0
2018-07-31,60339,T,18,103,3,23,6,0,0,0,1.0,2,1,2,0.3333333333333333
2018-07-31,61411,B,3,29,2,4,1,0,0,0,1.0,1,0,0,0.0
2018-07-31,62929,T,3,15,0,3,0,0,0,0,0.0,2,0,0,0.0
2018-07-31,64995,T,3,27,2,5,3,0,0,0,1.0,1,0,2,2.0
2018-07-31,66451,B,3,24,2,3,0,0,0,0,1.0,1,0,0,0.0
2018-07-31,68435,B,21,104,0,27,7,1,0,0,1.0,9,1,1,0.14285714285714285
2018-07-31,73117,B,6,38,1,6,2,0,0,0,0.0,1,0,0,0.0
2018-07-31,75867,T,3,14,1,2,0,0,0,0,0.0,2,0,0,0.0
2018-07-31,76118,T,5,19,0,6,1,0,0,0,0.0,1,0,0,0.0
2018-07-31,77927,B,0,12,1,2,2,0,0,1,0.0,0,0,1,0.0
2018-07-31,79358,T,4,14,0,5,1,0,0,0,0.0,1,0,0,0.0
2018-07-31,99445,B,3,13,0,3,0,0,0,0,0.0,1,0,0,0.0
2018-07-31,65320,T,18,107,3,20,2,0,0,0,0.0,5,0,1,0.16666666666666666
2018-07-31,68815,B,20,100,2,26,6,0,0,1,1.0,7,0,2,0.3
2018-07-31,74359,T,3,12,0,3,0,0,0,0,0.0,1,0,0,0.0
2018-07-31,74838,B,7,31,0,7,0,0,0,0,0.0,3,0,0,0.0
2018-07-31,75342,T,3,18,1,4,1,0,0,0,0.0,1,0,0,0.0
2018-07-31,76430,T,3,11,0,3,0,0,0,0,0.0,2,0,0,0.0
2018-08-01,64017,T,2,6,0,3,1,0,0,0,0.0,0,0,0,0.0
2018-08-01,65060,T,4,19,1,4,1,0,0,0,0.0,0,0,1,0.75
2018-08-01,66741,B,0,5,1,0,0,0,0,0,0.0,0,0,0,0.0
2018-08-01,67703,B,1,12,0,3,2,0,0,0,0.0,1,0,0,0.0
2018-08-01,68748,B,18,117,5,19,3,2,0,0,1.0,10,2,2,0.3333333333333333
2018-08-01,73801,B,4,14,0,3,0,0,0,0,0.0,0,0,0,0.0
2018-08-01,74857,B,4,15,0,5,2,0,0,1,0.0,0,0,1,0.75
2018-08-01,75258,T,18,95,4,20,4,0,0,1,0.0,3,0,2,0.3333333333333333
2018-08-01,60845,T,3,22,2,6,4,1,0,1,0.0,0,0,4,4.0
2018-08-01,61329,T,3,9,0,3,0,0,0,0,0.0,0,0,0,0.0
2018-08-01,62698,T,15,113,4,24,10,2,0,0,0.0,4,0,6,1.2
2018-08-01,67119,T,2,24,3,3,1,0,0,0,1.0,1,0,0,0.0
2018-08-01,67263,B,2,19,0,5,3,1,0,0,0.0,0,0,1,1.5
2018-08-01,73248,B,6,23,0,7,2,1,0,0,0.0,0,0,0,0.0
2018-08-01,76329,B,4,20,2,3,0,0,0,0,0.0,0,0,0,0.0
2018-08-01,76650,T,1,3,0,2,1,0,0,0,0.0,0,0,0,0.0
2018-08-01,77211,B,14,81,2,22,10,3,0,1,1.0,1,0,5,1.0714285714285714
2018-08-01,77263,B,1,12,0,3,2,0,0,1,0.0,0,0,2,6.0
2018-08-01,62648,B,5,26,1,6,1,1,0,0,0.0,3,0,0,0.0
2018-08-01,64021,T,7,57,2,13,7,2,1,0,0.0,2,0,5,2.142857142857143
2018-08-01,67640,B,6,31,1,6,0,0,0,0,0.0,2,0,0,0.0
2018-08-01,72523,T,5,38,0,6,1,0,0,0,0.0,2,0,0,0.0
2018-08-01,73211,T,9,48,0,15,7,3,1,0,0.0,0,0,3,1.0
2018-08-01,75537,T,3,8,0,3,0,0,0,0,0.0,0,0,0,0.0
2018-08-01,76350,B,1,14,0,3,2,1,0,0,0.0,1,0,0,0.0
2018-08-01,95657,B,15,82,5,16,2,0,0,0,0.0,6,0,1,0.2
2018-08-01,60146,B,5,34,1,6,1,1,0,0,0.0,0,0,0,0.0
2018-08-01,62929,T,3,25,1,3,0,0,0,0,0.0,2,0,0,0.0
2018-08-01,65933,T,10,52,0,11,0,0,0,0,0.0,4,0,0,0.0
2018-08-01,66920,T,10,67,4,14,4,1,0,1,0.0,4,0,4,1.2
2018-08-01,74630,B,4,33,0,7,3,1,0,1,0.0,2,0,2,1.5
2018-08-01,76118,T,4,22,0,5,1,1,0,0,0.0,2,0,0,0.0
2018-08-01,77446,B,10,56,1,16,6,2,1,3,0.0,3,0,7,2.1
2018-08-01,79440,B,8,52,2,10,2,0,0,0,0.0,2,1,0,0.0
2018-08-01,61456,T,4,12,0,4,0,0,0,0,0.0,0,0,0,0.0
2018-08-01,62363,T,11,75,0,23,12,1,0,3,1.0,3,0,8,2.181818181818182
2018-08-01,64350,T,3,14,1,6,2,0,0,0,0.0,0,0,0,0.0
2018-08-01,64805,B,2,9,0,2,0,0,0,0,0.0,2,0,0,0.0
2018-08-01,65856,B,15,94,4,20,6,1,0,0,0.0,5,0,1,0.2
2018-08-01,67603,T,1,18,1,4,3,1,0,1,0.0,1,0,3,9.0
2018-08-01,68341,T,5,29,0,8,3,0,0,0,0.0,1,0,1,0.6
2018-08-01,71845,B,0,8,0,3,3,0,0,0,0.0,0,0,1,0.0
2018-08-01,76858,B,3,11,0,3,0,0,0,0,0.0,1,0,0,0.0
2018-08-01,79130,B,3,28,2,6,3,1,0,1,0.0,2,0,5,5.0
2018-08-01,79847,B,4,14,1,3,0,0,0,0,0.0,1,0,0,0.0
2018-08-02,60768,B,6,31,1,6,0,0,0,0,0.0,4,0,0,0.0
2018-08-02,65058,T,6,25,0,6,0,0,0,0,0.0,3,0,0,0.0
2018-08-02,65060,T,3,13,0,3,0,0,0,0,0.0,1,0,0,0.0
2018-08-02,65062,T,3,21,1,6,2,0,0,1,0.0,1,0,0,0.0
2018-08-02,67066,T,1,4,0,1,0,0,0,0,0.0,0,0,0,0.0
2018-08-02,68043,T,12,61,4,14,5,0,0,1,0.0,2,1,2,0.5
2018-08-02,68794,B,18,90,0,24,6,1,0,2,0.0,7,0,3,0.5
2018-08-02,73738,B,3,13,0,3,0,0,0,0,0.0,2,0,0,0.0
2018-08-02,75149,T,1,11,1,1,0,0,0,0,1.0,1,0,0,0.0
2018-08-02,63248,B,5,18,0,5,1,0,0,0,0.0,1,0,0,0.0
2018-08-02,65064,B,1,15,2,1,0,0,0,0,0.0,0,0,1,3.0
2018-08-02,66145,T,15,111,5,22,7,2,1,0,0.0,3,0,5,1.0
2018-08-02,66291,B,15,94,4,22,7,1,1,2,0.0,5,0,3,0.6
2018-08-02,67119,T,3,12,0,2,0,0,0,0,0.0,0,0,0,0.0
2018-08-02,67266,B,3,18,2,3,1,0,0,1,0.0,1,0,1,1.0
2018-08-02,77263,B,3,15,1,3,1,0,0,0,0.0,0,0,0,0.0
2018-08-02,78148,T,3,16,1,2,0,0,0,0,0.0,1,0,0,0.0
2018-08-02,79825,T,3,16,1,4,2,0,0,0,0.0,0,1,1,1.0
2018-08-02,60634,B,5,31,0,8,3,0,0,1,0.0,1,0,1,0.6
2018-08-02,61666,B,3,33,2,9,6,3,0,0,0.0,1,1,5,5.0
2018-08-02,62648,B,5,33,0,9,4,1,0,0,1.0,1,0,2,1.2
2018-08-02,63543,T,3,21,0,3,0,0,0,0,0.0,1,0,0,0.0
2018-08-02,65546,T,16,75,1,22,7,0,0,3,0.0,2,0,6,1.125
2018-08-02,65618,B,11,64,1,14,4,1,0,1,0.0,3,0,1,0.27272727272727276
2018-08-02,67640,B,2,17,0,3,1,0,0,0,1.0,1,1,0,0.0
2018-08-02,75321,T,4,9,0,4,0,0,0,0,0.0,1,0,0,0.0
2018-08-02,76350,B,1,4,1,1,0,0,0,0,0.0,0,0,0,0.0
2018-08-02,79293,T,4,16,0,4,0,0,0,0,0.0,0,0,0,0.0
2018-08-02,61411,B,4,17,0,6,2,0,1,0,0.0,0,0,1,0.75
2018-08-02,66451,B,5,23,1,5,1,0,1,0,0.0,1,0,1,0.6
2018-08-02,68953,T,21,100,2,26,8,1,0,1,1.0,5,1,3,0.42857142857142855
2018-08-02,74454,B,18,102,2,25,8,1,0,0,0.0,6,0,0,0.0
2018-08-02,75867,T,3,23,0,5,2,0,0,0,1.0,2,0,0,0.0
2018-08-02,62056,B,2,21,2,2,0,0,0,0,0.0,0,0,0,0.0
2018-08-02,62937,T,14,92,4,18,5,1,0,2,1.0,3,0,3,0.6428571428571428
2018-08-02,67828,T,3,11,1,3,0,0,0,0,0.0,0,0,0,0.0
2018-08-02,74359,T,4,6,0,3,0,0,0,0,0.0,0,0,0,0.0
2018-08-02,74838,B,1,10,1,3,3,0,0,0,0.0,0,0,2,6.0
2018-08-02,75138,B,3,17,0,4,2,0,0,0,0.0,1,0,0,0.0
2018-08-02,75342,T,3,13,1,3,0,0,0,0,0.0,0,0,0,0.0
2018-08-02,76430,T,3,20,2,2,0,0,0,0,0.0,1,1,0,0.0
2018-08-02,77829,B,21,102,0,25,6,0,1,1,0.5,8,0,2,0.2857142857142857
2018-08-04,60263,T,16,113,3,19,6,1,0,0,0.0,4,0,3,0.5625
2018-08-04,62929,T,3,12,1,4,1,1,0,0,0.0,0,0,1,1.0
2018-08-04,65764,B,9,67,1,16,6,2,0,1,0.0,4,0,6,2.0
2018-08-04,65769,B,4,22,1,4,0,0,0,0,0.0,1,1,0,0.0
2018-08-04,65933,T,2,20,2,3,1,0,0,0,0.0,0,0,0,0.0
2018-08-04,67703,B,4,17,0,4,0,0,0,0,0.0,2,0,0,0.0
2018-08-04,67762,B,10,42,0,12,2,0,0,1,0.0,5,0,1,0.3
2018-08-04,75867,T,1,10,0,2,1,0,0,0,0.0,0,0,0,0.0
2018-08-04,76118,T,2,11,0,3,1,0,0,0,0.0,0,0,0,0.0
2018-08-04,79358,T,3,24,2,3,0,0,0,0,1.0,1,0,1,1.0
2018-08-04,61643,B,3,15,0,6,2,1,1,0,0.0,2,0,2,2.0
2018-08-04,65064,T,9,63,6,14,6,3,0,0,0.0,2,0,5,1.6666666666666667
2018-08-04,68201,T,3,24,1,4,2,0,0,1,0.0,0,0,2,2.0
2018-08-04,68240,T,0,2,1,0,0,0,0,0,0.0,0,0,1,0.0
2018-08-04,68639,B,3,15,2,2,0,0,0,0,0.0,0,0,0,0.0
2018-08-04,76329,T,8,46,1,9,2,0,0,0,0.0,3,0,0,0.0
2018-08-04,76350,B,3,11,0,3,0,0,0,0,0.0,0,0,0,0.0
2018-08-04,77263,T,4,18,0,7,3,2,0,0,0.0,2,0,2,1.5
2018-08-04,77637,B,18,92,0,26,9,3,0,2,0.0,7,0,3,0.5
2018-08-04,60845,B,6,29,0,9,3,0,0,0,0.0,2,0,1,0.5
2018-08-04,61329,B,3,15,0,3,0,0,0,0,0.0,2,0,0,0.0
2018-08-04,62869,T,18,92,2,24,6,1,0,1,0.0,3,0,2,0.3333333333333333
2018-08-04,63145,B,6,38,2,5,0,0,0,0,0.0,3,0,0,0.0
2018-08-04,64805,T,0,7,0,2,2,0,0,0,0.0,0,0,0,0.0
2018-08-04,71845,T,6,22,0,7,1,1,0,0,0.0,1,0,0,0.0
2018-08-04,75250,T,3,12,0,3,1,0,0,0,0.0,0,0,0,0.0
2018-08-04,76455,B,12,86,6,18,7,1,0,1,0.0,0,1,8,2.0
2018-08-04,66451,T,1,11,1,2,1,1,0,0,0.0,0,0,0,0.0
2018-08-04,68400,T,17,115,4,21,5,2,0,1,1.0,3,0,3,0.5294117647058824
2018-08-04,68526,B,17,115,7,22,8,2,0,0,0.5,4,0,3,0.5294117647058824
2018-08-04,72523,B,2,10,0,2,0,0,0,0,0.0,1,0,0,0.0
2018-08-04,73117,T,1,12,0,3,2,0,0,0,0.0,1,0,2,6.0
2018-08-04,75321,B,3,20,1,4,1,0,0,0,1.0,1,0,0,0.0
2018-08-04,77927,T,5,12,0,5,2,0,0,0,0.0,0,0,0,0.0
2018-08-04,79545,B,5,28,1,6,1,0,0,0,0.0,2,0,0,0.0
2018-08-04,63938,T,21,112,3,23,3,1,0,0,0.0,8,1,1,0.14285714285714285
2018-08-04,64017,B,3,14,0,4,1,0,0,0,0.0,0,0,0,0.0
2018-08-04,65056,B,3,17,0,5,2,0,0,1,0.0,2,0,2,2.0
2018-08-04,65331,B,21,99,1,24,5,0,0,1,0.0,7,0,1,0.14285714285714285
2018-08-04,75342,T,3,12,0,3,0,0,0,0,0.0,2,0,0,0.0
2018-08-04,76430,T,3,13,0,3,0,0,0,0,0.0,1,0,0,0.0
2018-08-05,60339,T,9,78,2,14,6,0,0,1,0.5,3,1,4,1.3333333333333333
2018-08-05,60768,B,2,25,2,5,3,1,0,0,0.0,1,0,1,1.5
2018-08-05,62929,T,3,13,0,3,0,0,0,0,0.0,1,0,0,0.0
2018-08-05,63950,T,2,12,0,4,2,1,0,1,0.0,0,0,2,3.0
2018-08-05,65933,T,6,31,0,8,2,1,0,0,0.0,2,0,0,0.0
2018-08-05,73738,B,4,19,1,4,1,0,0,0,0.0,2,0,0,0.0
