GDAY_DS,P_ID,TB_SC,PA-AB,AB,RUN,RBI,HIT,SH+SF,KK,AVG,SB_trial
2018-04-24,64266,B,2,2,1,0,1,0,1,0.5,0
2018-04-24,64610,B,0,0,0,0,0,0,0,0.0,0
2018-04-24,64944,T,0,2,0,0,0,0,1,0.0,0
2018-04-24,66968,T,0,1,0,0,0,0,1,0.0,0
2018-04-24,67450,B,0,4,0,1,1,0,2,0.25,0
2018-04-24,67935,T,0,4,0,0,0,0,1,0.0,0
2018-04-24,72456,B,1,3,0,0,0,1,0,0.0,0
2018-04-24,73306,T,0,3,0,2,1,0,0,0.3333333333333333,0
2018-04-24,73339,T,0,3,0,0,1,0,1,0.3333333333333333,0
2018-04-24,74465,T,0,3,0,0,1,0,0,0.3333333333333333,0
2018-04-24,74540,B,0,4,0,0,0,0,1,0.0,0
2018-04-24,75566,B,0,4,1,1,1,0,0,0.25,0
2018-04-24,76720,T,0,1,0,0,0,0,1,0.0,0
2018-04-24,78813,T,1,2,1,0,0,0,1,0.0,0
2018-04-24,79402,B,2,3,2,3,1,0,0,0.3333333333333333,0
2018-04-24,61208,T,1,4,1,1,1,0,0,0.25,1
2018-04-24,61869,B,0,0,0,0,0,0,0,0.0,0
2018-04-24,62234,T,0,0,0,0,0,0,0,0.0,0
2018-04-24,62895,B,2,4,2,2,1,0,1,0.25,0
2018-04-24,63559,T,0,0,0,0,0,0,0,0.0,0
2018-04-24,63704,B,3,3,2,2,2,0,0,0.6666666666666666,1
2018-04-24,65269,T,0,4,1,3,1,0,3,0.25,0
2018-04-24,66209,T,0,0,0,0,0,0,0,0.0,0
2018-04-24,66838,B,0,5,0,0,1,0,1,0.2,1
2018-04-24,67872,B,1,3,1,1,1,1,0,0.3333333333333333,0
2018-04-24,71184,B,0,2,1,0,1,0,0,0.5,0
2018-04-24,73209,B,0,5,1,0,1,0,0,0.2,0
2018-04-24,74206,T,1,4,2,0,1,0,0,0.25,0
2018-04-24,75151,B,1,4,0,0,0,0,2,0.0,0
2018-04-24,75334,T,1,4,1,0,0,0,1,0.0,0
2018-04-24,75847,B,0,6,1,3,2,0,2,0.3333333333333333,0
2018-04-24,76158,B,0,1,0,0,0,0,0,0.0,0
2018-04-24,76232,T,0,5,2,2,3,0,0,0.6,0
2018-04-24,76267,T,1,4,1,1,2,0,2,0.5,0
2018-04-24,76802,B,1,4,1,0,3,0,0,0.75,1
2018-04-24,76812,B,1,2,0,1,1,0,1,0.5,0
2018-04-24,77248,T,1,3,1,1,1,0,1,0.3333333333333333,0
2018-04-24,78224,T,0,5,1,0,1,0,2,0.2,0
2018-04-24,79215,T,1,4,0,1,1,1,1,0.25,0
2018-04-24,79240,T,0,0,0,0,0,0,0,0.0,0
2018-04-24,61102,B,0,2,1,2,1,0,0,0.5,0
2018-04-24,61353,T,0,5,0,1,0,0,1,0.0,0
2018-04-24,62332,T,0,1,0,0,0,0,1,0.0,0
2018-04-24,63123,B,1,3,0,0,0,0,1,0.0,0
2018-04-24,64153,B,1,3,0,0,0,0,0,0.0,0
2018-04-24,64300,T,1,4,0,0,1,0,0,0.25,0
2018-04-24,64346,T,0,1,1,0,1,0,0,1.0,0
2018-04-24,67304,T,1,2,0,1,1,0,1,0.5,0
2018-04-24,67341,T,2,3,0,0,0,1,0,0.0,0
2018-04-24,67394,T,1,4,0,0,1,0,1,0.25,0
2018-04-24,71842,B,1,1,0,0,0,1,0,0.0,0
2018-04-24,72133,B,1,4,2,2,2,0,0,0.5,0
2018-04-24,73342,T,1,3,0,0,1,0,0,0.3333333333333333,0
2018-04-24,74823,B,0,1,0,0,0,0,0,0.0,0
2018-04-24,76290,B,2,2,1,0,1,0,0,0.5,0
2018-04-24,76746,T,1,2,1,0,0,0,0,0.0,0
2018-04-24,77564,T,0,4,0,0,1,0,0,0.25,0
2018-04-24,78135,B,0,4,1,0,1,0,1,0.25,0
2018-04-24,78217,B,1,3,1,0,2,0,0,0.6666666666666666,0
2018-04-24,79109,B,0,5,1,0,1,0,0,0.2,0
2018-04-24,79192,B,0,4,1,4,2,0,1,0.5,0
2018-04-24,79198,B,0,0,0,0,0,0,0,0.0,0
2018-04-24,79334,T,0,1,0,0,0,0,0,0.0,0
2018-04-24,79365,T,1,2,0,0,1,0,0,0.5,0
2018-04-25,60605,B,0,1,0,0,0,0,0,0.0,0
2018-04-25,62700,T,0,4,1,2,2,0,0,0.5,0
2018-04-25,62797,T,1,3,0,0,0,0,1,0.0,0
2018-04-25,62864,B,0,4,0,0,1,0,0,0.25,0
2018-04-25,64717,T,0,3,0,0,0,0,1,0.0,0
2018-04-25,66702,T,0,0,1,0,0,0,0,0.0,0
2018-04-25,67650,B,0,4,0,0,1,0,1,0.25,0
2018-04-25,68730,T,0,4,0,0,0,0,1,0.0,0
2018-04-25,70410,B,0,4,1,0,1,0,0,0.25,0
2018-04-25,71752,T,0,4,0,0,1,0,0,0.25,0
2018-04-25,72443,B,0,4,0,2,2,0,2,0.5,0
2018-04-25,73136,T,0,1,0,1,1,0,0,1.0,0
2018-04-25,73606,B,0,3,0,0,1,0,0,0.3333333333333333,0
2018-04-25,74163,T,0,4,1,0,1,0,0,0.25,0
2018-04-25,75808,T,0,4,0,0,1,0,2,0.25,0
2018-04-25,76753,T,0,4,0,0,0,0,0,0.0,0
2018-04-25,76849,B,0,3,0,0,0,0,1,0.0,0
2018-04-25,78288,T,0,1,0,0,0,0,1,0.0,0
2018-04-25,78603,B,0,4,1,0,1,0,0,0.25,0
2018-04-25,78629,B,0,4,0,0,0,0,3,0.0,0
2018-04-25,78756,T,0,0,0,0,0,0,0,0.0,0
2018-04-25,79705,T,1,2,0,0,0,0,1,0.0,0
2018-04-25,99606,B,0,4,0,0,0,0,1,0.0,0
2018-04-25,60558,B,1,3,2,1,3,0,0,1.0,0
2018-04-25,61204,T,0,0,1,0,0,0,0,0.0,0
2018-04-25,61591,T,0,0,0,0,0,0,0,0.0,0
2018-04-25,62556,T,2,2,1,1,1,1,0,0.5,0
2018-04-25,64006,B,0,5,0,1,2,0,0,0.4,0
2018-04-25,67025,B,0,5,0,0,1,0,3,0.2,0
2018-04-25,67539,T,0,3,0,0,1,0,1,0.3333333333333333,0
2018-04-25,68050,B,0,2,1,1,1,0,0,0.5,0
2018-04-25,68525,T,0,3,0,0,0,0,1,0.0,0
2018-04-25,71564,T,0,5,1,1,3,0,1,0.6,0
2018-04-25,72546,T,1,4,0,0,0,1,0,0.0,0
2018-04-25,73113,B,0,5,1,0,1,0,0,0.2,0
2018-04-25,74215,B,1,4,0,0,1,0,0,0.25,0
2018-04-25,74339,B,1,4,0,1,2,0,1,0.5,0
2018-04-25,76100,T,0,1,0,0,1,0,0,1.0,0
2018-04-25,76249,T,0,5,1,0,2,0,0,0.4,0
2018-04-25,76313,B,0,5,0,0,1,0,1,0.2,0
2018-04-25,76509,T,0,5,0,2,3,0,0,0.6,1
2018-04-25,77463,T,0,1,0,1,1,0,0,1.0,0
2018-04-25,77532,T,0,5,0,0,1,0,1,0.2,0
2018-04-25,78513,T,1,4,1,0,3,0,0,0.75,0
2018-04-25,78548,B,1,4,0,0,0,0,2,0.0,0
2018-04-25,78566,T,0,0,0,0,0,0,0,0.0,0
2018-04-25,78753,B,0,2,0,0,0,0,1,0.0,0
2018-04-25,60566,T,0,0,1,0,0,0,0,0.0,0
2018-04-25,61404,B,0,4,0,0,0,0,0,0.0,0
2018-04-25,62409,B,0,4,0,1,3,0,1,0.75,0
2018-04-25,62415,B,0,5,0,0,1,0,0,0.2,0
2018-04-25,62907,T,1,3,0,0,0,0,1,0.0,0
2018-04-25,62929,T,0,0,0,0,0,0,0,0.0,0
2018-04-25,62931,T,0,5,1,2,3,0,1,0.6,0
2018-04-25,62934,T,0,5,1,3,1,0,0,0.2,0
2018-04-25,62947,T,0,5,1,0,1,0,0,0.2,0
2018-04-25,64266,B,0,2,0,0,0,0,1,0.0,0
2018-04-25,64610,B,0,3,1,0,1,0,1,0.3333333333333333,0
2018-04-25,64995,T,0,0,0,0,0,0,0,0.0,0
2018-04-25,65412,B,0,0,0,0,0,0,0,0.0,0
2018-04-25,66462,B,0,1,0,0,0,0,0,0.0,0
2018-04-25,66968,T,0,0,0,0,0,0,0,0.0,1
2018-04-25,67450,B,0,4,0,0,0,0,0,0.0,0
2018-04-25,67935,T,1,3,1,1,1,0,1,0.3333333333333333,0
2018-04-25,71552,T,0,1,0,0,1,0,0,1.0,0
2018-04-25,72456,B,0,1,0,0,1,0,0,1.0,0
2018-04-25,73306,T,1,0,1,0,0,0,0,0.0,0
2018-04-25,73339,T,0,5,1,0,2,0,1,0.4,0
2018-04-25,74465,T,2,3,1,2,2,0,1,0.6666666666666666,0
2018-04-25,74540,B,0,3,1,0,2,0,0,0.6666666666666666,0
2018-04-25,75566,B,0,4,0,0,1,0,1,0.25,0
2018-04-25,76720,T,0,4,0,0,0,0,0,0.0,0
2018-04-25,78813,T,1,4,1,1,2,0,2,0.5,0
2018-04-25,79358,T,0,0,0,0,0,0,0,0.0,0
2018-04-25,79402,B,0,4,0,1,0,0,2,0.0,0
2018-04-25,79465,B,1,1,0,0,0,0,0,0.0,0
2018-04-25,61208,T,0,4,1,0,1,0,2,0.25,0
2018-04-25,61869,B,0,1,0,0,0,0,0,0.0,0
2018-04-25,62234,T,0,3,1,0,1,0,1,0.3333333333333333,0
2018-04-25,62884,B,0,0,1,0,0,0,0,0.0,0
2018-04-25,62895,B,1,4,1,2,2,0,0,0.5,0
2018-04-25,63559,T,0,1,0,0,0,0,1,0.0,0
2018-04-25,63704,B,2,4,1,1,1,0,0,0.25,0
2018-04-25,65269,T,0,3,0,0,0,0,1,0.0,0
2018-04-25,66209,T,0,1,0,2,1,0,0,1.0,0
2018-04-25,66838,B,0,5,1,1,1,0,0,0.2,0
2018-04-25,67872,B,1,4,0,0,0,0,2,0.0,0
2018-04-25,67893,B,0,1,0,0,0,0,1,0.0,0
2018-04-25,73209,B,0,5,1,2,2,0,2,0.4,0
2018-04-25,74206,T,0,4,0,0,1,0,1,0.25,1
2018-04-25,75334,T,0,1,1,0,1,0,0,1.0,0
2018-04-25,75847,B,1,4,0,0,0,0,2,0.0,0
2018-04-25,76158,B,0,5,0,0,3,0,0,0.6,0
2018-04-25,76232,T,1,4,1,1,2,0,0,0.5,0
2018-04-25,76267,T,0,4,0,0,0,0,0,0.0,0
2018-04-25,76802,B,0,3,0,0,2,0,1,0.6666666666666666,0
2018-04-25,76812,B,1,4,2,1,1,0,1,0.25,0
2018-04-25,77248,T,1,3,0,0,1,1,0,0.3333333333333333,0
2018-04-25,78224,T,0,4,0,0,1,0,1,0.25,0
2018-04-25,79215,T,1,4,1,2,2,0,0,0.5,1
2018-04-25,79240,T,0,2,1,0,1,0,1,0.5,0
2018-04-25,61102,B,0,3,0,0,0,0,1,0.0,0
2018-04-25,61353,T,0,4,0,0,0,0,1,0.0,0
2018-04-25,62332,T,0,2,0,0,0,0,1,0.0,0
2018-04-25,62353,T,0,1,0,0,0,0,0,0.0,0
2018-04-25,63123,B,0,3,0,0,0,0,1,0.0,0
2018-04-25,64153,B,0,3,1,0,2,0,0,0.6666666666666666,0
2018-04-25,64300,T,1,3,0,0,0,0,0,0.0,0
2018-04-25,64346,T,0,1,0,0,0,0,1,0.0,0
2018-04-25,67304,T,0,4,0,1,1,0,1,0.25,0
2018-04-25,67341,T,2,2,0,0,0,0,0,0.0,0
2018-04-25,67394,T,0,4,1,0,1,0,1,0.25,0
2018-04-25,72133,B,0,4,0,0,1,0,1,0.25,0
2018-04-25,73342,T,0,3,0,0,3,0,0,1.0,0
2018-04-25,76290,B,0,4,0,0,0,0,0,0.0,0
2018-04-25,77564,T,0,4,0,0,0,0,0,0.0,0
2018-04-25,78135,B,1,3,0,0,1,0,2,0.3333333333333333,0
2018-04-25,78217,B,0,3,0,0,1,0,0,0.3333333333333333,0
2018-04-25,79109,B,0,4,1,1,2,0,0,0.5,1
2018-04-25,79192,B,0,4,0,0,2,0,2,0.5,0
2018-04-25,79334,T,0,4,0,0,1,0,1,0.25,0
2018-04-25,79365,T,0,0,0,0,0,0,0,0.0,0
2018-04-26,60605,B,0,3,0,0,0,0,0,0.0,0
2018-04-26,62700,T,0,4,1,0,1,0,2,0.25,0
2018-04-26,62797,T,1,3,1,0,0,0,1,0.0,0
2018-04-26,62864,B,0,4,0,0,0,0,0,0.0,0
2018-04-26,62893,B,0,0,0,0,0,0,0,0.0,0
2018-04-26,62908,B,0,0,0,0,0,0,0,0.0,0
2018-04-26,64717,T,0,4,0,2,2,0,0,0.5,0
2018-04-26,66702,T,0,0,0,0,0,0,0,0.0,0
2018-04-26,66716,T,0,0,0,0,0,0,0,0.0,0
2018-04-26,67650,B,0,5,0,0,2,0,0,0.4,0
2018-04-26,68730,T,1,3,1,0,1,0,1,0.3333333333333333,0
2018-04-26,70410,B,0,5,0,0,1,0,0,0.2,0
2018-04-26,71752,T,0,4,0,0,0,0,1,0.0,0
2018-04-26,72443,B,0,4,0,0,1,0,0,0.25,0
2018-04-26,73136,T,0,1,0,0,0,0,1,0.0,0
2018-04-26,73606,B,1,0,0,0,0,0,0,0.0,0
2018-04-26,74163,T,0,5,0,0,0,0,0,0.0,0
2018-04-26,75808,T,0,4,0,0,2,0,0,0.5,0
2018-04-26,76753,T,0,4,0,0,0,0,2,0.0,0
2018-04-26,76849,B,0,4,0,0,3,0,0,0.75,0
2018-04-26,78288,T,0,0,0,0,0,0,0,0.0,0
2018-04-26,78467,B,0,0,0,0,0,0,0,0.0,0
2018-04-26,78603,B,0,5,1,0,1,0,0,0.2,0
2018-04-26,78629,B,2,2,0,1,0,0,1,0.0,0
2018-04-26,78756,T,0,0,0,0,0,0,0,0.0,0
2018-04-26,79705,T,1,2,0,0,1,0,1,0.5,0
2018-04-26,99606,B,0,4,0,0,2,0,0,0.5,0
2018-04-26,60558,B,1,3,1,1,1,0,0,0.3333333333333333,0
2018-04-26,61204,T,0,0,0,0,0,0,0,0.0,0
2018-04-26,62556,T,0,3,0,0,0,0,0,0.0,0
2018-04-26,64006,B,1,3,0,0,0,0,0,0.0,1
2018-04-26,67005,B,0,0,0,0,0,0,0,0.0,0
2018-04-26,67025,B,1,3,1,1,1,0,1,0.3333333333333333,0
2018-04-26,67539,T,0,3,0,0,0,0,2,0.0,0
2018-04-26,68050,B,0,4,0,0,1,0,2,0.25,0
2018-04-26,68525,T,0,2,0,0,0,0,2,0.0,0
2018-04-26,70553,B,1,2,0,3,1,1,1,0.5,0
2018-04-26,71564,T,1,3,0,1,0,0,1,0.0,0
2018-04-26,72546,T,1,2,0,0,1,1,0,0.5,0
2018-04-26,73113,B,0,4,0,0,0,0,0,0.0,0
2018-04-26,74339,B,1,3,0,0,1,1,2,0.3333333333333333,0
2018-04-26,76100,T,0,1,0,0,0,0,0,0.0,0
2018-04-26,76249,T,0,3,0,0,0,0,1,0.0,0
2018-04-26,76313,B,1,3,3,0,2,0,1,0.6666666666666666,0
2018-04-26,76509,T,0,4,1,0,1,0,1,0.25,0
2018-04-26,77463,T,0,4,0,0,1,0,1,0.25,0
2018-04-26,77532,T,1,3,1,1,1,0,1,0.3333333333333333,0
2018-04-26,77654,B,2,2,0,0,0,1,0,0.0,0
2018-04-26,78513,T,0,1,0,0,0,0,0,0.0,0
2018-04-26,78753,B,0,0,0,0,0,0,0,0.0,0
2018-04-26,60566,T,0,1,0,0,0,0,0,0.0,0
2018-04-26,61404,B,0,4,0,0,2,0,0,0.5,0
2018-04-26,62409,B,1,3,1,0,0,0,2,0.0,0
2018-04-26,62415,B,1,4,0,0,1,0,1,0.25,1
2018-04-26,62907,T,1,4,0,1,0,1,1,0.0,0
2018-04-26,62925,T,0,1,0,0,0,0,0,0.0,0
2018-04-26,62931,T,1,3,1,0,1,0,1,0.3333333333333333,0
2018-04-26,62934,T,0,4,1,1,3,0,0,0.75,0
2018-04-26,62947,T,0,4,1,0,2,0,0,0.5,0
2018-04-26,64610,B,0,1,0,0,0,0,1,0.0,0
2018-04-26,65412,B,0,3,0,0,0,0,0,0.0,0
2018-04-26,66462,B,0,1,1,0,1,0,0,1.0,0
2018-04-26,66968,T,0,0,0,0,0,0,0,0.0,1
2018-04-26,67450,B,1,3,0,0,0,0,0,0.0,0
2018-04-26,67935,T,0,1,0,0,0,0,1,0.0,0
2018-04-26,71552,T,0,2,0,1,1,0,0,0.5,0
2018-04-26,72456,B,0,4,0,1,3,0,0,0.75,0
2018-04-26,73306,T,0,0,0,0,0,0,0,0.0,0
2018-04-26,73339,T,0,4,1,0,1,0,0,0.25,0
2018-04-26,74465,T,2,2,0,1,0,1,0,0.0,0
2018-04-26,75566,B,1,3,0,0,0,0,1,0.0,0
2018-04-26,76720,T,0,4,0,0,0,0,1,0.0,0
2018-04-26,78813,T,0,4,1,0,1,0,1,0.25,1
2018-04-26,79402,B,0,5,0,0,1,0,2,0.2,1
2018-04-26,79465,B,0,3,0,0,0,0,1,0.0,0
2018-04-26,61208,T,0,3,0,0,0,0,1,0.0,0
2018-04-26,61869,B,1,0,0,0,0,0,0,0.0,0
2018-04-26,62234,T,0,2,1,0,1,0,0,0.5,0
2018-04-26,62895,B,1,3,0,0,0,0,2,0.0,0
2018-04-26,63257,T,0,2,1,0,1,0,0,0.5,0
2018-04-26,63704,B,0,5,0,0,1,0,2,0.2,0
2018-04-26,66209,T,0,5,1,1,2,0,2,0.4,1
2018-04-26,66838,B,1,3,0,0,0,0,1,0.0,1
2018-04-26,67872,B,0,4,0,0,1,0,0,0.25,0
2018-04-26,71184,B,0,1,0,0,0,0,0,0.0,0
2018-04-26,73209,B,1,3,1,0,1,0,0,0.3333333333333333,0
2018-04-26,74206,T,0,4,0,0,1,0,1,0.25,0
2018-04-26,75250,B,0,0,0,0,0,0,0,0.0,0
2018-04-26,75334,T,1,3,0,0,1,0,1,0.3333333333333333,0
2018-04-26,75847,B,1,3,2,3,2,0,1,0.6666666666666666,0
2018-04-26,76158,B,0,4,0,0,0,0,1,0.0,0
2018-04-26,76232,T,0,4,0,1,2,0,1,0.5,0
2018-04-26,76267,T,1,3,0,0,0,0,1,0.0,0
2018-04-26,76802,B,2,2,1,2,2,0,0,1.0,0
2018-04-26,76812,B,1,2,1,0,1,0,1,0.5,0
2018-04-26,77248,T,0,2,0,0,0,0,1,0.0,0
2018-04-26,78224,T,1,3,0,0,0,0,1,0.0,0
2018-04-26,79215,T,0,5,1,2,2,0,0,0.4,1
2018-04-26,61353,T,1,3,0,1,1,0,1,0.3333333333333333,0
2018-04-26,62332,T,0,1,0,0,0,0,1,0.0,0
2018-04-26,62353,T,0,0,0,0,0,0,0,0.0,0
2018-04-26,63123,B,0,4,0,0,0,0,3,0.0,0
2018-04-26,63905,B,0,1,0,0,0,0,0,0.0,0
2018-04-26,64153,B,0,5,2,3,2,0,1,0.4,0
2018-04-26,64300,T,0,3,0,0,0,0,1,0.0,0
2018-04-26,64346,T,0,1,0,0,0,0,0,0.0,0
2018-04-26,67304,T,1,2,1,0,0,0,2,0.0,0
2018-04-26,67341,T,0,3,0,0,0,0,0,0.0,0
2018-04-26,67394,T,1,3,0,0,0,0,1,0.0,0
2018-04-26,71842,B,1,4,0,2,2,0,0,0.5,0
2018-04-26,72133,B,0,5,2,0,2,0,0,0.4,0
2018-04-26,73342,T,3,1,0,0,1,0,0,1.0,0
2018-04-26,74823,B,0,2,1,1,1,0,1,0.5,0
2018-04-26,76290,B,2,3,2,1,2,0,0,0.6666666666666666,0
2018-04-26,76746,T,0,1,0,0,0,0,0,0.0,0
2018-04-26,77564,T,1,2,0,0,0,0,0,0.0,0
2018-04-26,78135,B,1,3,0,0,1,0,0,0.3333333333333333,0
2018-04-26,78217,B,3,2,1,0,0,0,0,0.0,0
2018-04-26,79109,B,0,6,2,1,3,0,2,0.5,0
2018-04-26,79150,B,0,0,0,0,0,0,0,0.0,0
2018-04-26,79192,B,0,5,1,3,3,0,0,0.6,0
2018-04-26,79198,B,0,1,0,0,1,0,0,1.0,0
2018-04-26,79300,T,0,1,0,0,0,0,0,0.0,0
2018-04-26,79334,T,0,4,0,0,0,0,0,0.0,0
2018-04-26,79365,T,0,3,0,0,1,0,1,0.3333333333333333,0
2018-04-27,61204,B,0,1,0,0,0,0,0,0.0,0
2018-04-27,61591,B,0,0,0,0,0,0,0,0.0,0
2018-04-27,62556,B,0,4,1,1,2,0,1,0.5,0
2018-04-27,62700,T,0,5,0,0,1,0,1,0.2,0
2018-04-27,62797,T,0,4,0,0,1,0,1,0.25,0
2018-04-27,64717,T,0,1,0,0,1,0,0,1.0,0
2018-04-27,67539,B,1,2,1,0,0,0,1,0.0,0
2018-04-27,68525,B,0,4,1,0,1,0,1,0.25,0
2018-04-27,68730,T,0,4,1,2,1,0,1,0.25,0
2018-04-27,71564,B,2,2,0,2,1,1,1,0.5,0
2018-04-27,71752,T,0,4,0,1,2,0,0,0.5,0
2018-04-27,72546,B,0,2,0,0,0,0,0,0.0,0
2018-04-27,73136,T,0,4,0,0,1,0,0,0.25,0
2018-04-27,74163,T,0,5,1,0,1,0,0,0.2,0
2018-04-27,75808,T,0,4,0,0,1,0,2,0.25,0
2018-04-27,76100,B,1,3,1,1,1,0,2,0.3333333333333333,0
2018-04-27,76249,B,0,4,1,0,2,0,1,0.5,0
2018-04-27,76509,B,1,3,0,0,0,0,0,0.0,0
2018-04-27,76753,T,0,4,1,0,2,0,0,0.5,0
2018-04-27,77463,B,0,1,0,0,0,0,1,0.0,0
2018-04-27,77532,B,0,5,0,0,1,0,0,0.2,0
2018-04-27,78288,T,0,3,0,0,1,0,1,0.3333333333333333,0
2018-04-27,78513,B,0,1,0,1,1,0,0,1.0,0
2018-04-27,60558,B,1,3,1,1,1,0,0,0.3333333333333333,0
2018-04-27,60605,T,1,4,1,0,1,0,2,0.25,0
2018-04-27,62864,T,0,1,0,0,0,0,1,0.0,0
2018-04-27,62908,T,0,1,1,0,0,0,0,0.0,1
2018-04-27,64006,B,0,4,0,0,0,0,0,0.0,0
2018-04-27,67025,B,0,4,0,1,1,0,1,0.25,1
2018-04-27,67650,T,0,5,1,2,1,0,2,0.2,0
2018-04-27,68050,B,0,4,0,0,1,0,1,0.25,0
2018-04-27,70410,T,0,5,1,0,2,0,1,0.4,0
2018-04-27,72443,T,0,4,0,0,2,0,0,0.5,0
2018-04-27,73113,B,2,2,0,0,0,0,0,0.0,1
2018-04-27,73606,T,0,1,0,0,0,0,0,0.0,0
2018-04-27,74215,B,0,4,0,0,0,0,1,0.0,0
2018-04-27,74339,B,0,4,1,1,2,0,0,0.5,0
2018-04-27,76313,B,0,4,1,0,1,0,2,0.25,0
2018-04-27,76849,T,0,4,1,3,3,0,0,0.75,0
2018-04-27,77654,B,0,1,0,0,0,0,1,0.0,0
2018-04-27,78467,T,0,1,0,0,0,0,0,0.0,0
2018-04-27,78548,B,0,2,0,0,0,0,1,0.0,0
2018-04-27,78603,T,1,4,1,1,1,0,0,0.25,0
2018-04-27,78629,T,0,4,1,0,2,0,0,0.5,0
2018-04-27,78643,T,1,2,0,1,1,0,0,0.5,0
2018-04-27,78753,B,0,0,0,0,0,0,0,0.0,0
2018-04-27,99606,T,1,3,1,0,2,0,0,0.6666666666666666,0
2018-04-27,99810,B,0,1,0,0,0,0,0,0.0,0
2018-04-27,61208,T,0,1,1,0,0,0,0,0.0,0
2018-04-27,62234,T,0,3,1,0,1,0,0,0.3333333333333333,0
2018-04-27,62244,T,1,1,1,0,0,0,1,0.0,0
2018-04-27,62907,B,0,5,1,0,1,0,1,0.2,1
2018-04-27,62925,B,0,1,0,0,0,0,1,0.0,0
2018-04-27,62931,B,1,3,0,0,1,0,1,0.3333333333333333,0
2018-04-27,62934,B,1,3,0,0,1,0,0,0.3333333333333333,0
2018-04-27,62947,B,0,4,0,1,0,0,1,0.0,0
2018-04-27,63257,T,0,3,0,0,0,0,1,0.0,0
2018-04-27,64944,B,0,0,0,0,0,0,0,0.0,0
2018-04-27,65269,T,0,1,0,0,0,0,1,0.0,0
2018-04-27,66209,T,0,1,1,0,1,0,0,1.0,0
2018-04-27,67935,B,0,4,0,0,1,0,1,0.25,0
2018-04-27,71552,B,0,1,0,0,0,0,0,0.0,0
2018-04-27,73339,B,0,4,1,0,1,0,1,0.25,0
2018-04-27,74206,T,1,3,0,1,1,1,2,0.3333333333333333,1
2018-04-27,74465,B,1,3,0,0,0,0,2,0.0,0
2018-04-27,75334,T,1,3,0,1,0,1,2,0.0,0
2018-04-27,76232,T,1,1,0,1,1,0,0,1.0,0
2018-04-27,76267,T,0,4,0,0,2,0,0,0.5,0
2018-04-27,76720,B,1,1,0,0,0,1,1,0.0,0
2018-04-27,77248,T,0,4,0,0,0,0,2,0.0,0
2018-04-27,78224,T,1,3,1,1,1,0,1,0.3333333333333333,0
2018-04-27,78813,B,1,3,0,1,1,0,1,0.3333333333333333,0
2018-04-27,79215,T,0,5,1,0,2,0,1,0.4,0
2018-04-27,79240,T,1,0,0,0,0,0,0,0.0,0
2018-04-27,61353,B,0,1,0,0,0,0,0,0.0,0
2018-04-27,61869,T,2,2,1,0,1,1,0,0.5,1
2018-04-27,62895,T,0,5,2,3,2,0,2,0.4,0
2018-04-27,63704,T,0,5,2,0,2,0,0,0.4,0
2018-04-27,64300,B,0,5,0,1,2,0,1,0.4,0
2018-04-27,64346,B,0,4,0,0,2,0,1,0.5,0
2018-04-27,66838,T,0,4,2,1,2,0,1,0.5,0
2018-04-27,67304,B,0,1,1,0,1,0,0,1.0,0
2018-04-27,67341,B,0,5,1,0,1,0,1,0.2,0
2018-04-27,67394,B,1,3,0,0,0,0,1,0.0,0
2018-04-27,67872,T,2,2,1,1,1,1,0,0.5,0
2018-04-27,67893,T,0,4,0,0,1,0,1,0.25,0
2018-04-27,71184,T,0,0,0,0,0,0,0,0.0,0
2018-04-27,73209,T,0,2,0,0,0,0,0,0.0,0
2018-04-27,73342,B,1,4,0,2,2,1,0,0.5,0
2018-04-27,75151,T,0,1,0,0,0,0,0,0.0,0
2018-04-27,75847,T,1,2,0,0,0,0,1,0.0,0
2018-04-27,76802,T,1,3,0,1,0,1,1,0.0,0
2018-04-27,76812,T,1,2,0,2,1,1,0,0.5,0
2018-04-27,77564,B,0,4,0,0,1,0,1,0.25,0
2018-04-27,79300,B,1,1,0,0,0,0,0,0.0,0
2018-04-27,79334,B,0,4,0,0,0,0,3,0.0,0
2018-04-27,79365,B,0,4,1,0,1,0,1,0.25,0
2018-04-27,60288,T,0,1,0,0,0,0,0,0.0,0
2018-04-27,61102,B,0,4,1,0,1,0,3,0.25,0
2018-04-27,61197,T,0,2,0,0,0,0,0,0.0,0
2018-04-27,61404,T,0,4,0,1,1,0,0,0.25,0
2018-04-27,62409,T,0,2,0,0,0,0,2,0.0,0
2018-04-27,62415,T,0,5,2,0,2,0,0,0.4,0
2018-04-27,63123,B,0,4,0,2,1,0,1,0.25,0
2018-04-27,64153,B,1,3,0,1,0,1,1,0.0,0
2018-04-27,64266,T,0,1,0,0,0,0,1,0.0,0
2018-04-27,64610,T,0,2,0,0,0,0,0,0.0,0
2018-04-27,65412,T,0,3,0,0,0,0,0,0.0,0
2018-04-27,66462,T,0,1,0,0,0,0,0,0.0,0
2018-04-27,67450,T,1,3,0,1,1,0,0,0.3333333333333333,0
2018-04-27,71842,B,0,0,0,0,0,0,0,0.0,0
2018-04-27,72133,B,0,5,1,1,1,0,1,0.2,0
2018-04-27,72456,T,0,4,0,0,1,0,0,0.25,0
2018-04-27,74823,B,0,1,0,0,0,0,0,0.0,0
2018-04-27,75566,T,3,1,0,0,0,0,0,0.0,0
2018-04-27,76290,B,0,5,3,2,3,0,0,0.6,0
2018-04-27,78135,B,1,3,1,0,1,0,0,0.3333333333333333,1
